SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,1359 Scott St,San Francisco,CA,94115,998000,2,2.0,Western Addition,1351,,1987,1,739,550,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1359-Scott-St-94115/home/594037,San Francisco MLS,463675,N,Y,37.782414,-122.437861
MLS Listing,,Single Family Residential,2207 19th Ave,San Francisco,CA,94116,898000,2,1.0,Parkside,1300,2060,1927,1,691,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2207-19th-Ave-94116/home/1404040,San Francisco MLS,463676,N,Y,37.746562,-122.4762059
MLS Listing,,Single Family Residential,1715 38th Ave,SAN FRANCISCO,CA,94122,1249000,3,3.0,SAN FRANCISCO,1943,2962,1941,7,643,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1715-38th-Ave-94122/home/1376775,MLSListings,ML81680659,N,Y,37.75486,-122.4971975
MLS Listing,,Condo/Co-op,3418 26th St #8,SAN FRANCISCO,CA,94110,949000,2,2.0,SAN FRANCISCO,795,3969,2014,9,1194,615,Active,,,http://www.redfin.com/CA/San-Francisco/3418-26th-St-94110/unit-8/home/110052013,MLSListings,ML81679903,N,Y,37.7491644,-122.4190008
MLS Listing,,Single Family Residential,2767 37th Ave,SAN FRANCISCO,CA,94116,1249000,3,2.0,SAN FRANCISCO,1723,3000,1947,15,725,,Active,,,http://www.redfin.com/CA/San-Francisco/2767-37th-Ave-94116/home/1478066,MLSListings,ML81679550,N,Y,37.7353501,-122.4947599
MLS Listing,,Condo/Co-op,855 Folsom St #341,San Francisco,CA,94107,849000,1,1.5,San Francisco County,,55687,2001,53,,523,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-341/home/12397486,BAREIS,21719773,N,Y,37.7807737,-122.4021633
MLS Listing,,Multi-Family (5+ Unit),1287-1295 Green St,San Francisco,CA,94109,4795000,12,,Russian Hill,7092,2883,1907,1,676,,Active,,,http://www.redfin.com/CA/San-Francisco/1295-Green-St-94109/home/144055946,San Francisco MLS,463930,N,Y,37.797959,-122.4202926
MLS Listing,,Condo/Co-op,175 Red Rock Way Unit 107K,SAN FRANCISCO,CA,94131,499888,0,1.0,SAN FRANCISCO,592,7021,1972,1,844,400,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/175-Red-Rock-Way-94131/unit-107K/home/2001955,MLSListings,ML81680286,N,Y,37.7456722,-122.4423641
MLS Listing,,Condo/Co-op,631 Ofarrell St #604,San Francisco,CA,94109,489000,0,1.0,Downtown,520,,1930,1,940,485,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/631-O-Farrell-St-94109/unit-604/home/1187982,San Francisco MLS,463718,N,Y,37.7852565,-122.4151645
MLS Listing,,Condo/Co-op,72 Townsend #804,San Francisco,CA,94107,1550000,2,2.0,South Beach,,,2015,1,,849,Active,October-14-2017 11:00 AM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-804/home/110052827,San Francisco MLS,463904,N,Y,37.7812595,-122.3902125
MLS Listing,,Single Family Residential,238 Brookdale Ave,San Francisco,CA,94134,599000,2,1.5,Visitacion Valley,1025,2495,1956,1,584,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/238-Brookdale-Ave-94134/home/1318705,San Francisco MLS,463912,N,Y,37.710537,-122.423494
MLS Listing,,Condo/Co-op,1170 Sacramento St Unit 14A,San Francisco,CA,94108,2995000,2,2.5,Nob Hill,2027,,1963,1,1478,2957,Active,,,http://www.redfin.com/CA/San-Francisco/1170-Sacramento-St-94108/unit-14A/home/1987977,San Francisco MLS,463922,N,Y,37.7929129,-122.4122041
MLS Listing,,Condo/Co-op,55 Dolores St #6,San Francisco,CA,94103,895000,1,1.0,Mission Dolores,,,,1,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Dolores-St-94103/unit-6/home/144055674,San Francisco MLS,463631,N,Y,37.7684009,-122.4265406
MLS Listing,,Condo/Co-op,3623 Webster St,San Francisco,CA,94123,1675000,2,1.5,Marina,1560,,1932,1,1074,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3623-Webster-St-94123/home/867782,San Francisco MLS,463920,N,Y,37.804118,-122.435524
MLS Listing,,Condo/Co-op,338 Potrero Ave #203,San Francisco,CA,94103,1099000,2,2.0,Inner Mission,,,2016,1,,633,Active,October-14-2017 12:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-203/home/114083620,San Francisco MLS,463915,N,Y,37.7652366,-122.4075214
MLS Listing,,Condo/Co-op,318 Main St Unit A4I,San Francisco,CA,94105,1175000,1,1.5,South Beach,1000,,2015,1,1175,1017,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-A4I/home/109684939,San Francisco MLS,463905,N,Y,37.7891933,-122.3917702
MLS Listing,,Multi-Family (2-4 Unit),684-686 South Van Ness Ave,San Francisco,CA,94110,2298000,,,Inner Mission,,2375,1907,1,,,Active,October-14-2017 01:00 PM,October-14-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/686-Van-Ness-Ave-94102/home/1184041,San Francisco MLS,463815,N,Y,37.762202,-122.417509
MLS Listing,,Condo/Co-op,1335 Union St #4,San Francisco,CA,94109,895000,2,1.0,Russian Hill,,,1923,1,,400,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1335-Union-St-94109/unit-4/home/22599439,San Francisco MLS,463817,N,Y,37.798613,-122.421309
MLS Listing,,Condo/Co-op,992 Guerrero,San Francisco,CA,94110,1420000,3,2.5,Eureka Valley/Dolore,2010,,,1,706,425,Active,October-14-2017 01:00 PM,October-14-2017 03:00 PM,http://www.redfin.com/CA/San-Francisco/992-Guerrero-St-94110/home/144055113,San Francisco MLS,463907,N,Y,37.7553442,-122.4235151
MLS Listing,,Single Family Residential,3832 Kirkham St,San Francisco,CA,94122,995000,2,1.0,Outer Sunset,1300,2495,1938,1,765,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3832-Kirkham-St-94122/home/633581,San Francisco MLS,463910,N,Y,37.758913,-122.5021433
MLS Listing,,Single Family Residential,1755 Alabama St,San Francisco,CA,94110,2495000,3,3.0,Bernal Heights,2131,2000,2010,1,1171,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1755-Alabama-St-94110/home/1896278,San Francisco MLS,463516,N,Y,37.7448131,-122.4101899
MLS Listing,,Single Family Residential,2245 Turk St,San Francisco,CA,94118,2250000,3,2.5,North Panhandle,2290,,1914,1,983,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2245-Turk-St-94118/home/1877539,San Francisco MLS,463461,N,Y,37.778429,-122.446079
MLS Listing,,Condo/Co-op,451 Kansas St #378,San Francisco,CA,94107,760000,1,1.0,Potrero Hill,700,,2007,1,1086,490,Active,October-15-2017 02:00 PM,October-15-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/451-Kansas-St-94107/unit-000378/home/22855166,San Francisco MLS,463902,N,Y,37.7638443,-122.4029888
MLS Listing,,Condo/Co-op,171 Cleo Rand Ln,San Francisco,CA,94124,680000,2,1.5,Hunters Point,1150,,1989,1,591,340,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/171-Cleo-Rand-Ln-94124/home/1922490,San Francisco MLS,463900,N,Y,37.729703,-122.372124
MLS Listing,,Single Family Residential,1871 Church St,San Francisco,CA,94131,2649000,4,3.5,Glen Park,,3123,1906,1,,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1871-Church-St-94131/home/938021,San Francisco MLS,463859,N,Y,37.7404727,-122.426467
MLS Listing,,Single Family Residential,36 Cameo Way,San Francisco,CA,94131,2400000,5,3.5,Diamond Heights,4420,3850,1962,1,543,,Active,,,http://www.redfin.com/CA/San-Francisco/36-Cameo-Way-94131/home/144054728,San Francisco MLS,463855,N,Y,37.7451659,-122.4443553
MLS Listing,,Single Family Residential,833 Duncan St,San Francisco,CA,94131,1398000,3,2.5,Noe Valley,1736,3645,1957,1,805,,Active,October-15-2017 01:30 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/833-Duncan-St-94131/home/1424425,San Francisco MLS,463868,N,Y,37.7452358,-122.4387232
MLS Listing,,Condo/Co-op,20 Eugenia Ave,San Francisco,CA,94110,859000,2,1.0,Bernal Heights,,,1900,1,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Eugenia-Ave-94110/home/56784923,San Francisco MLS,463796,N,Y,37.7417929,-122.4215092
MLS Listing,,Condo/Co-op,48 Hemway Ter,San Francisco,CA,94117,1695000,3,2.0,Lone Mountain,1825,,1922,1,929,276,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/48-Hemway-Ter-94117/home/1146174,San Francisco MLS,463897,N,Y,37.776409,-122.4480978
MLS Listing,,Condo/Co-op,1200 California Unit 4d,San Francisco,CA,94109,2595000,2,2.0,Nob Hill,,,1962,1,,2200,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-4D/home/12400650,San Francisco MLS,463710,N,Y,37.791656,-122.4145259
MLS Listing,,Single Family Residential,316 Juanita Way,San Francisco,CA,94127,995000,3,1.5,Miraloma Park,1680,2922,1926,1,592,,Active,,,http://www.redfin.com/CA/San-Francisco/316-Juanita-Way-94127/home/1082561,San Francisco MLS,463866,N,Y,37.7391861,-122.4593686
MLS Listing,,Single Family Residential,46 Chabot Ter,San Francisco,CA,94118,2280000,3,2.0,Lone Mountain,1928,2495,1941,1,1183,,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/46-Chabot-Ter-94118/home/1716710,San Francisco MLS,463896,N,Y,37.777419,-122.4511917
MLS Listing,,Multi-Family (2-4 Unit),3225-3227 Judah St,San Francisco,CA,94112,1385000,4,2.0,Outer Sunset,2420,2495,1950,1,572,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/3227-Judah-St-94122/home/1839896,San Francisco MLS,463170,N,Y,37.7607096,-122.4967588
MLS Listing,,Townhouse,77 Dow Pl #500,San Francisco,CA,94107,1075000,1,1.5,Yerba Buena,,,2002,1,,745,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/77-Dow-Pl-94107/unit-500/home/1521704,San Francisco MLS,463895,N,Y,37.7841967,-122.3966424
MLS Listing,,Multi-Family (2-4 Unit),552-554 Hill St,San Francisco,CA,94114,5000000,6,,Eureka Valley/Dolore,4500,2848,1904,1,1111,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/552-Hill-St-94114/home/1317270,San Francisco MLS,463894,N,Y,37.755586,-122.433601
MLS Listing,,Single Family Residential,1446 30th Ave,San Francisco,CA,94122,1068000,3,1.0,Central Sunset,1495,2996,1928,1,714,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1446-30th-Ave-94122/home/1853992,San Francisco MLS,463892,N,Y,37.760299,-122.488388
MLS Listing,,Condo/Co-op,95 Red Rock Way Unit 110M,San Francisco,CA,94131,420000,0,1.0,Diamond Heights,474,,1972,1,886,454,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-110M/home/1769822,San Francisco MLS,463872,N,Y,37.746324,-122.441517
MLS Listing,,Single Family Residential,82 Junior Ter,San Francisco,CA,94112,899000,4,2.0,Mission Terrace,1930,2121,1946,1,466,,Active,October-14-2017 01:00 PM,October-14-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/82-Junior-Ter-94112/home/1843303,San Francisco MLS,463891,N,Y,37.7201414,-122.4401708
MLS Listing,,Single Family Residential,1647 40th Ave,San Francisco,CA,94122,800000,2,1.0,Outer Sunset,1025,3000,1940,1,780,,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1647-40th-Ave-94122/home/1262128,San Francisco MLS,463802,N,Y,37.756071,-122.4993999
MLS Listing,,Multi-Family (2-4 Unit),709-713 Webster St,San Francisco,CA,94117,2999000,,,Alamo Square,5528,3419,1900,1,543,,Active,October-22-2017 02:00 PM,October-22-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/713-Webster-St-94117/home/1530050,San Francisco MLS,463677,N,Y,37.7772086,-122.4300281
MLS Listing,,Multi-Family (2-4 Unit),348-52 Dolores St,San Francisco,CA,94110,2699000,8,3.0,Mission Dolores,4380,2500,1905,1,616,,Active,October-29-2017 02:00 PM,October-29-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/352-Dolores-St-94110/home/1911568,San Francisco MLS,462796,N,Y,37.7638197,-122.4267002
MLS Listing,,Condo/Co-op,72 Lynch St,San Francisco,CA,94109,1360000,2,1.5,Nob Hill,,,1906,1,,175,Active,October-14-2017 02:00 PM,October-14-2017 05:00 PM,http://www.redfin.com/CA/San-Francisco/72-Lynch-St-94109/home/1098226,San Francisco MLS,460523,N,Y,37.7959034,-122.4178764
MLS Listing,,Condo/Co-op,2230 Pacific Ave #204,San Francisco,CA,94115,899000,1,1.0,Pacific Heights,785,,1949,1,1145,500,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/2230-Pacific-Ave-94115/unit-204/home/1451102,San Francisco MLS,463736,N,Y,37.7939697,-122.4321341
MLS Listing,,Condo/Co-op,528 Douglass St,San Francisco,CA,94114,1895000,3,2.0,Eureka Valley/Dolore,1813,,2011,1,1045,225,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/528-Douglass-St-94114/home/39835715,San Francisco MLS,463398,N,Y,37.754982,-122.4390516
MLS Listing,,Single Family Residential,147 Maynard St,San Francisco,CA,94112,849000,6,3.0,Excelsior,,2750,1910,1,,,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/147-Maynard-St-94112/home/1240866,San Francisco MLS,463808,N,Y,37.7294891,-122.4272462
MLS Listing,,Condo/Co-op,515 Clayton St,San Francisco,CA,94117,1395000,3,1.0,Haight Ashbury,1640,,1904,1,851,334,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/515-Clayton-St-94117/home/598175,San Francisco MLS,463586,N,Y,37.7704637,-122.4489925
MLS Listing,,Condo/Co-op,300 Beale St #611,San Francisco,CA,94105,1849000,2,2.5,South Beach,1820,,1937,1,1016,849,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-611/home/12395942,San Francisco MLS,463878,N,Y,37.7881762,-122.3925217
MLS Listing,,Multi-Family (2-4 Unit),1408-1410 Noe St,San Francisco,CA,94131,1598000,5,3.5,Noe Valley,2508,2162,1969,1,637,,Active,October-15-2017 12:00 PM,October-15-2017 01:30 PM,http://www.redfin.com/CA/San-Francisco/1408-Noe-St-94131/home/1233045,San Francisco MLS,463887,N,Y,37.746374,-122.431686
MLS Listing,,Condo/Co-op,1022 Natoma St #2,San Francisco,CA,94103,1098000,1,1.0,South of Market,1210,,1993,1,907,180,Active,October-14-2017 11:00 AM,October-14-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/1022-Natoma-St-94103/unit-2/home/12395636,San Francisco MLS,463890,N,Y,37.7733101,-122.4166999
MLS Listing,,Condo/Co-op,85 Ora Way Unit 203-E,San Francisco,CA,94131,301572,1,1.0,Diamond Heights,676,,1975,1,446,524,Active,October-14-2017 11:30 AM,October-14-2017 01:00 PM,http://www.redfin.com/CA/San-Francisco/85-Ora-Way-94131/unit-203-E/home/144053281,San Francisco MLS,463803,N,Y,37.7405775,-122.4375882
MLS Listing,,Condo/Co-op,537 Natoma St #101,San Francisco,CA,94103,899000,2,1.5,South of Market,918,,2013,1,979,391,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/537-Natoma-St-94103/unit-101/home/45393090,San Francisco MLS,463094,N,Y,37.779383,-122.408459
MLS Listing,,Single Family Residential,147 Hahn St,San Francisco,CA,94134,749000,3,1.0,Visitacion Valley,975,2750,1944,1,768,,Active,October-15-2017 02:00 PM,October-15-2017 04:30 PM,http://www.redfin.com/CA/San-Francisco/147-Hahn-St-94134/home/1294267,San Francisco MLS,463883,N,Y,37.7127188,-122.4154471
MLS Listing,,Condo/Co-op,816 Scott St,San Francisco,CA,94117,1695000,3,2.0,Alamo Square,,,1900,1,,250,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/816-Scott-St-94117/home/1236434,San Francisco MLS,463885,N,Y,37.7775874,-122.4364733
MLS Listing,,Condo/Co-op,,San Francisco,CA,94110,599950,1,1.0,Bernal Heights,639,,1980,1,939,175,Active,October-15-2017 01:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94110/home/12301215,EBRD/CCAR/Bay East,40800479,N,Y,37.7449005,-122.4201165
MLS Listing,,Condo/Co-op,588 South Van Ness Ave #2,San Francisco,CA,94110,875000,1,1.5,Inner Mission,791,,2001,1,1106,392,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/588-S-Van-Ness-Ave-94110/unit-2/home/1206143,San Francisco MLS,463729,N,Y,37.7638371,-122.4176984
MLS Listing,,Condo/Co-op,1483 Sutter #722,San Francisco,CA,94109,775000,1,1.0,Van Ness/Civic Center,780,,,1,994,616,Active,October-15-2017 02:00 PM,October-15-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-722/home/1483647,San Francisco MLS,463314,N,Y,37.7867735,-122.4241362
MLS Listing,,Condo/Co-op,901 Bayshore Blvd #302,San Francisco,CA,94124,299000,1,1.0,Silver Terrace,550,,2003,1,544,383,Active,October-14-2017 12:00 PM,October-14-2017 02:00 PM,http://www.redfin.com/CA/San-Francisco/901-Bayshore-Blvd-94124/unit-302/home/12401948,San Francisco MLS,463880,N,Y,37.7326762,-122.4042747
MLS Listing,,Multi-Family (5+ Unit),2379 20th Ave,San Francisco,CA,94116,2395000,7,,Parkside,6886,3000,1927,1,348,,Active,,,http://www.redfin.com/CA/San-Francisco/2379-20th-Ave-94116/home/144053048,San Francisco MLS,463704,N,Y,37.7434212,-122.477163
MLS Listing,,Single Family Residential,476 Joost Ave,San Francisco,CA,94127,1049000,3,2.0,Sunnyside,1265,2495,1964,1,829,,Active,,,http://www.redfin.com/CA/San-Francisco/476-Joost-Ave-94127/home/1291788,EBRD/CCAR/Bay East,40800470,N,Y,37.732572,-122.446099
MLS Listing,,Condo/Co-op,1115 Guerrero St,San Francisco,CA,94110,1498000,3,1.0,Noe Valley,1785,,1904,1,839,320,Active,October-14-2017 02:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/1115-Guerrero-St-94110/home/52059290,San Francisco MLS,463882,N,Y,37.7532974,-122.4228454
MLS Listing,,Single Family Residential,152 22nd Ave,SAN FRANCISCO,CA,94121,1798000,3,1.0,SAN FRANCISCO,2250,2996,1913,1,799,,Active,October-14-2017 01:00 PM,October-14-2017 04:00 PM,http://www.redfin.com/CA/San-Francisco/152-22nd-Ave-94121/home/991164,MLSListings,ML81681411,N,Y,37.784941,-122.481531
